Window	RT_s	RI	Annotated	X001	X002	X003	X004	X005	X006	X007	X008	X009	X010	X011	X012	X013	X014	X015	X016	X017	X018	X019	X020	X021	X022	X023	X024	X025	X026	X027	X028	X029	X030	X031	X032	X033	X034	X035	X036	X037	X038	X039	X040	X041	X042	X043	X044	X045	X046	X101	X102	X103	X104	X105	X106	X107	X108	X109	X109_1	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X130	X131	X132	X133	X134
125	Win020_C05	1428.19	-99	549924	317411	247312	335524	251686	319816	390078	501639	292779	295922	246970	382416	412170	179380	283594	277857	177661	103683	157456	221115	290516	386900	475612	417600	280144	304582	312227	536685	334383	498419	213091	225029	230211	117864	282587	160111	479505	222879	281506	555943	364327	508498	210374	244396	302637	217976	234495	164015	267030	216033	128453	278732	171448	295113	163073	106095	164433	196703	252252	199926	234027	153632	277991	293307	218637	245170	160803	136202	389009	194243	145361	171561	209304	206018	101028	92326	134590	73345	93478	230956	274762
126	Win020_C06	1434.93	-99	8156111	8784363	4919021	4099402	6297470	5099935	3657154	3618929	2902247	3054320	4279306	5779604	7339754	3422285	5326251	5135197	1520942	2291314	1169846	2050701	6012704	7556487	4481202	4266859	3998505	2069948	2252879	391681	116707	461935	204704	136767	98613	730725	60156	225845	26827	840216	143311	130560	292430	59262	188933	3642391	3575725	2626213	731664	531906	3114918	2108016	3051379	3648749	1056373	2902566	2890833	1796337	1897483	525761	2085722	4590978	2960747	2025126	2972157	569170	2728420	2261127	1099995	1378753	3540292	2443369	1672344	403142	1234636	26669	24379	33998	6833	27079	17256	12946	21417
127	Win020_C07	1437.18	-99	6389954	6147602	4530502	5889159	3621659	3063930	4751712	6069366	3778153	5193193	3011485	5409435	5591178	2921312	3990200	3349597	2027829	1440388	2170483	2202100	4020208	5856008	5240850	5477048	3596420	2356394	3441394	1939008	1386135	1358202	1755290	1067032	1160083	1372845	884624	1637786	951414	1818431	1193478	1634045	1187943	890468	1610328	2424694	3113272	2488160	2936879	1592236	2417879	2163284	2164050	3227759	2739240	2328673	1511921	878274	1564674	1284713	1931590	1804473	2155592	1159681	2673542	2325647	2188885	2423787	974894	1572144	3320046	1800865	1381708	2063012	2369824	465506	823546	542338	732820	741541	615797	668574	626690
128	Win020_C08	1450.65	-99	256346	218908	166737	305293	224554	611408	181937	177252	161536	155590	626767	200919	248873	174993	184195	208236	638538	177574	106311	131387	186782	328086	220936	198140	221105	384013	393250	118426	286754	1139548	178772	113438	127758	128723	112517	154782	64546	178390	83996	226856	202346	168127	129886	182390	198236	141002	309278	156126	171013	117232	129565	188786	217521	154485	169508	100028	101557	121621	164580	154250	141285	135869	216535	145898	182711	141088	65787	136299	437912	172798	1604249	94120	123385	65465	133369	87525	91472	88579	121964	99921	158605
129	Win020_C09	1460.6	-99	129715	273043	230721	285005	426161	249765	336560	275169	193853	160996	227872	223801	199202	201597	288314	138470	431489	706194	626365	357466	173315	200231	156081	154383	210130	700526	393074	115584	103200	52780	85678	73495	258930	121292	173464	69656	2578	102442	50731	9032	4354	7367	28591	145062	104592	110739	70157	124829	73302	614539	151612	215910	549236	233579	867761	647977	9298	38206	182787	113911	202048	61522	138902	29404	62416	15566	29103	147087	149862	299828	247416	5842	162790	114513	131988	160380	74912	223592	167951	137574	6335
130	Win020_C10	1464.45	-99	94916	191400	143509	224746	305803	199279	236680	145649	180428	154692	217509	144911	138464	130474	217964	76824	430687	650686	550457	275948	130311	146473	107334	108992	123425	566334	372369	79734	118115	168150	99463	64345	189971	135554	110762	102417	1265	166748	34471	59231	45773	10543	88350	108553	81299	82064	103269	178266	80541	359413	165194	182080	391137	152231	721415	545128	47919	51611	152830	75760	78149	72818	133815	81803	75088	44190	3858	139293	186411	219638	296270	4890	140389	108677	181113	154822	91258	202214	116750	152135	219
131	Win021_C01	1483.71	-99	781262	1184545	658030	701539	609284	412915	691163	760945	486782	787145	510294	737842	1058999	434280	600951	610276	313384	139250	337771	302880	427144	930886	964804	765642	1009652	388653	533144	399711	310212	182845	312992	238464	163451	233108	155462	284165	121761	269178	116606	175731	154744	107526	317720	384300	528516	551426	355543	298107	388536	201220	323243	643330	264707	397061	296824	142790	313727	269725	118298	294454	354895	333157	425538	327116	281275	357302	319865	266266	429075	425609	270711	261692	358456	163689	162510	152776	165612	188459	97377	113831	168159
132	Win021_C02	1490.13	-99	288499	725485	711300	1061140	1282532	587469	758046	541126	773448	510618	704112	610589	524124	632513	1145305	403221	1131990	1960662	2485058	1237867	677863	639567	632973	370894	564997	1427982	1204318	447464	950789	1260985	454392	546398	872149	1637388	754654	911315	38908	729534	337801	251744	307580	205023	903895	419609	233675	243718	446494	1184989	299246	1489048	1107953	551266	1954792	639589	2484392	2271096	401633	484918	584205	394638	283555	346452	469584	562205	241383	132932	59675	555107	576235	681079	930205	122057	639558	775368	448307	1126325	1381060	1165062	1415306	788431	94533
133	Win021_C03	1493.98	-99	1269938	636101	822064	1002357	678404	693061	818577	1007732	1074418	946986	717307	780499	822030	652444	1076970	702720	515650	434591	587781	649949	724795	1090877	1118478	1328102	811671	715581	712179	1006141	762799	829926	1306788	752859	823645	753346	595490	728804	1094714	1024105	822162	993735	649442	689738	637043	587434	909538	666424	1328982	839462	752101	757118	562108	879452	571607	757578	548189	497258	305705	293189	534758	748136	740067	498329	616951	565942	514727	564317	252709	531736	821331	544443	742642	290486	529845	549422	1088795	473635	571057	667763	455487	744840	786550
134	Win021_C04	1501.68	-99	415423	193663	463118	472396	140955	408336	492971	738786	717471	487035	266882	702098	397037	272180	498862	273200	223453	137612	119966	329677	131650	403225	482723	961551	290883	404809	245134	180963	187395	131385	235883	212810	142551	46014	111381	126762	183774	323814	165005	292542	180761	146785	105212	224688	632054	378888	264524	111328	193140	515051	121899	395530	112146	408297	102806	74622	134982	105780	335450	303255	151113	148185	207008	218124	225260	460575	52453	92397	100547	106479	180972	120287	198622	107686	107549	39289	31349	74736	21366	128514	99124
135	Win021_C05	1505.85	-99	20690	64141	14529	20304	1107532	170682	12026	90833	120359	3788	1586	15798	196365	76423	16715	127538	29459	53422	25104	263464	58823	41988	21614	205882	25590	1488	695629	1447	974699	3022280	1188432	2830017	1057613	954050	1228577	936463	143	135041	776916	823573	703845	940194	511615	1589158	46889	66253	405755	813146	1635027	28885	22758	29586	31819	30458	35359	19494	8914	4760	16701	65948	8446	14599	12827	10588	19105	13712	7834	12452	10382	69068	12825	19267	6126	9962	633965	668027	180502	488558	755943	278652	1145135
136	Win022_C01	1526.07	-99	1407339	1484923	1018855	1302054	934706	806333	1024507	1529899	689720	1022355	693859	1048094	1235506	626541	888946	638392	476507	393392	521747	509486	779171	1110361	891211	1130074	708792	651509	812373	472322	322795	365840	397243	276616	402029	326497	268776	378506	351371	434259	316218	356054	338053	301367	424548	491894	521861	415659	730966	425170	412755	414918	405418	590227	561177	418988	430315	204222	296230	200364	282894	337459	384549	196801	372123	336513	364043	461827	122995	272290	690674	373494	188398	272523	326801	155000	171978	226496	157908	191672	168425	283817	149971
137	Win022_C02	1535.7	-99	1114647	700311	934032	738356	603911	440351	408105	530417	406278	567866	532750	554745	894948	990588	1518850	1314847	2121715	984629	769527	481030	545558	551127	703066	853990	822726	656353	163950	522361	542810	417094	522104	389687	383689	230092	219549	215979	311806	287769	251620	338616	271148	208115	284620	342707	314620	324349	407794	284763	578169	281539	279604	370646	242485	346823	255539	173883	248153	84681	355838	500853	552323	501176	932737	216126	613523	432277	301015	349955	393028	306599	400100	414059	255960	188941	149281	262038	92794	160238	127739	272243	357797
138	Win022_C03	1536.02	-99	684163	401570	418497	373538	358936	314399	251018	403196	361852	437957	368203	444626	495719	426213	653640	562862	764034	384733	338227	283004	370847	525354	507383	611494	419771	346303	179965	443390	313239	228504	512862	329694	280927	183805	180012	259125	283802	327655	246720	357548	288778	197410	165503	259537	316932	300610	647612	287466	458518	256201	197340	341087	150318	173816	198097	133731	161995	83743	241761	286201	383532	249522	418539	199671	314906	262656	191103	232697	369472	238063	407754	210443	239717	184792	357073	97996	82006	145351	106606	202563	294087
139	Win022_C04	1536.66	-99	1987147	1361688	2484495	1523319	1203765	660736	596647	429601	620713	942877	1172329	1312316	1925764	2748701	3994954	3900828	6569368	2921475	2183901	1200825	1033769	705879	1170723	1186205	2037383	1783358	40129	1321232	1295771	984890	630354	906175	826895	512494	540238	349884	458678	146181	367611	487109	389204	440954	656329	443678	7451	295218	6899	220760	617021	280912	256357	83038	202065	190469	248593	13490	250938	11986	429416	678959	1004606	941866	2075253	13865	1146261	637921	567274	284197	342954	306082	424789	873152	281288	250739	1805	583251	194521	368685	303474	319979	509147
140	Win022_C05	1544.68	-99	195147	127725	137915	113040	82453	132053	158770	192680	165565	183043	75498	163108	118551	80885	143980	93115	66015	39483	47128	185845	62909	232307	169746	178046	137645	101150	72512	58925	100536	61353	90321	70525	35084	19642	55278	47033	101550	158486	56921	126233	48090	60714	38853	137639	129682	100582	95325	56040	74032	134451	56637	129853	42245	158829	33350	24464	40050	92230	112628	78644	80766	37863	118751	106955	79698	115651	37380	68587	75979	61160	44877	47202	65429	47785	44182	12955	10413	25409	18526	58359	43435
141	Win022_C06	1547.89	-99	30851	64726	54931	72097	80157	57701	64801	49742	68526	55602	62331	41714	42315	46801	59395	44838	90547	124602	126378	82247	53456	55730	63479	28663	54269	107226	108643	39668	76190	68407	51101	63146	68253	89877	61696	77135	16331	76473	52311	49318	43532	42773	58961	43682	24829	50867	42795	71607	35132	94206	60415	48174	103288	58014	137058	113397	38417	31931	48412	45707	29950	45724	48510	64742	21969	33877	23953	40953	48671	54726	101248	25950	42589	73462	53676	70593	75339	70630	75181	46155	30725
142	Win022_C07	1555.27	-99	36233	564011	784850	747779	572566	559800	306481	558432	967801	489836	611325	483257	594174	704311	311592	437247	405339	230550	175585	341407	214865	415885	843741	614451	970395	480564	241842	406666	76970	45482	32217	25923	27347	26835	70695	37680	9212	15780	305104	66569	102205	44009	34517	54565	715838	637968	27458	158884	98727	349204	247167	250941	343303	390528	229424	14893	234525	259990	185967	219235	237107	215055	194524	388208	380563	222860	539338	236236	301786	389497	294010	250024	105688	258337	5555	18987	13736	12723	15130	21253	17601
143	Win023_C01	1568.75	-99	76265	138511	92571	68871	49574	117928	145429	161765	152411	98201	104964	148286	134928	116532	117582	95594	60430	31960	27844	47552	112287	151495	139991	131455	60717	86891	49829	56112	31226	60739	67361	66258	49789	98297	13720	67662	28231	60419	80381	61788	104629	78588	85781	42278	84756	80952	57517	98008	75755	39436	56931	122475	45189	94999	74398	47641	56531	23562	97463	130061	97379	44247	75213	79801	65896	34155	39703	45130	123726	72374	68427	29647	82477	44733	89772	43817	76101	73674	44812	32796	79036
144	Win023_C02	1570.04	-99	214932	275949	238224	143840	213494	96138	270270	184190	251547	251079	171171	207951	311260	187311	208504	242217	98438	62740	178247	131332	166697	311328	240399	149158	187780	97509	143898	87412	21785	45477	56609	38918	36400	98339	38601	74939	98813	149554	51201	74810	98336	95564	56039	140211	295381	181646	128319	108080	230318	164430	154649	267903	240268	289707	171096	172223	144123	118217	201034	257862	227393	191128	324999	125220	184077	280760	185811	238075	323707	240376	145408	79956	332193	18412	41530	32726	74406	31509	45523	55562	10686
145	Win023_C03	1574.21	-99	28839	92087	86885	122289	186977	72899	129548	53458	94741	70146	98338	85556	52096	73942	143232	26642	136733	310844	290790	193282	76007	63941	60666	35755	72090	247677	196133	43863	99738	114014	48451	43156	114041	159992	130424	88833	3189	67255	36766	28959	25603	31559	106515	36101	24577	15453	26491	108575	40584	221533	105571	57633	248542	98862	308261	282267	22316	46464	85457	52405	44055	30716	56461	62742	26065	2317	40	53895	48503	78125	100942	8833	68119	102946	64318	157459	154017	158006	156044	107363	4854
146	Win023_C04	1576.45	-99	201610	72221	92662	78238	68194	47006	50489	123301	54483	97960	82388	80447	128273	37764	153075	51768	61393	31055	12762	43063	84196	150011	110198	163616	99064	35771	55756	69100	39686	29353	144960	53161	52419	17372	13502	56815	40497	111278	43270	81005	73025	13107	20511	41410	73092	78777	222057	67553	163181	70650	29999	150040	55215	72312	43373	23781	67860	15916	47284	70449	95219	68137	82820	67228	67867	49741	20627	61109	112561	74709	113993	31143	54369	35801	94747	23226	2666	14028	8520	31043	46092
147	Win023_C05	1577.42	-99	945332	458576	417886	508726	479388	515541	387269	745035	514753	734656	497018	526608	590038	393773	737099	403730	370158	200447	291585	337033	548996	842552	800056	995283	572084	360291	363345	533218	344309	318786	956416	431545	377492	248514	212792	400253	322831	742884	345435	518098	436171	210000	250462	457693	565880	511214	1118897	549227	653326	277377	333694	473193	329815	354636	369090	259408	226502	131172	297789	401308	541352	305718	471235	294946	416850	289009	236962	382524	585354	319536	576058	241215	348622	305874	668785	150907	108996	256869	140125	432292	516293
148	Win023_C06	1586.4	-99	1267614	824120	1299379	1041913	664673	1101594	1521810	1423620	1188828	1394546	577454	1410208	860818	514001	912870	513667	487569	351688	403396	1361873	491472	1724410	1285977	1337782	1283060	939393	403127	443207	939424	473281	669938	651940	392825	110683	284222	351051	470786	1508353	442033	1009130	509599	350090	305919	766487	1041919	641672	877982	342516	549540	1009526	407217	1350261	219124	1919711	404222	209573	258894	368418	931141	730349	624961	305573	843444	989169	626835	911288	148786	570732	471635	392821	334571	240688	439206	516080	307756	96640	49799	177446	113587	517553	304651
149	Win023_C07	1587.69	-99	50803	60096	33572	56593	44447	46374	52930	46187	42197	54255	31874	51365	47613	35665	47697	22352	47032	33696	32371	40828	23920	51085	52874	54742	26335	66051	28834	21277	28193	47317	19293	8596	15342	16467	26229	14420	17534	36294	7808	34555	16165	18896	5309	24427	64477	30816	29703	26206	21659	46105	5238	34655	44312	59399	57272	42914	2713	22117	22675	41830	46850	23430	49207	31962	34588	28394	12550	34714	25650	28248	37556	30991	28785	18581	28914	1863	9882	15729	373	16837	18598
150	Win024_C01	1594.75	-99	149202	355192	272124	506513	529578	240082	435711	202042	235629	232899	330212	235504	273327	187890	318702	203574	517607	947183	1054182	606733	271763	340965	258850	171800	283073	722176	446658	138041	973264	333001	160204	172091	377717	316375	306645	212442	12048	306515	154916	536165	164090	104276	293077	177721	151498	186636	121031	195310	214942	524662	343915	306537	438957	409743	1448284	1362400	282052	152487	283226	215729	143597	228064	280320	210642	163677	122709	215714	323187	314374	456056	406658	77446	336733	420368	392655	309501	303244	452557	368475	504956	100297
151	Win024_C02	1600.52	-99	225071	246349	239636	179677	233630	159273	247667	156910	231712	225213	236679	230762	372609	90260	250894	136847	176701	94933	100119	170294	198201	232794	128897	166668	120063	129361	170042	326321	187475	163386	137279	121277	201308	170951	88765	151929	425879	178735	301834	330200	185402	653715	202635	119623	113884	100547	234544	201227	283161	310294	85542	330346	188181	239700	261991	218251	164739	191455	257015	235346	258959	199373	213309	103021	138117	90290	86612	212429	190677	192409	141267	86991	148415	106067	155825	164964	85789	179870	131491	108821	144655
152	Win024_C03	1610.15	-99	506979	586260	432016	482727	614445	335823	605027	620731	426096	479851	475983	403083	726899	331639	489598	544295	374624	232414	323290	374372	400528	525001	487839	419104	348979	550234	564404	145605	223095	227408	204500	130792	136153	263730	120177	125245	162101	347011	183423	238201	161126	162309	151793	313587	408060	329450	236496	274729	353977	363339	355889	491142	509026	487873	460089	352674	268027	237110	423964	494501	446143	329995	443421	375498	300961	298218	261827	346697	518454	374300	403446	229225	496099	106165	99547	129703	162446	103662	121361	107373	117013
153	Win024_C04	1612.4	-99	59590	69875	78521	54175	62019	54426	81358	79614	67638	94210	81196	81164	80978	75734	88170	69339	36510	24048	38642	41676	68966	84127	77729	63689	60304	51406	52388	61322	22652	46287	62049	32025	25152	53989	19230	39793	12242	50858	23058	18921	48280	19445	55508	54819	41278	62330	49666	71238	81605	47687	47049	79910	55505	85253	65169	59544	33557	26261	65535	68778	53716	36271	73997	42603	52338	39452	31087	39992	65535	55468	39690	42995	41437	22277	24107	42212	28750	38889	32436	13392	39052
154	Win024_C05	1616.57	-99	640790	289714	278640	298544	285254	287830	218371	393215	259423	319773	259502	497802	293877	220419	394680	239667	210562	140092	154179	133375	323037	429263	440587	480427	211551	164253	128237	211305	151489	147756	333540	154655	156472	90047	66422	138855	123666	253573	113559	188100	160108	48584	90521	236267	235200	204603	512951	204791	614687	189587	221253	398669	282296	230091	219855	176387	181536	100195	208247	326899	328534	209638	243998	195264	332732	198382	124678	340542	369421	264775	458529	207120	260422	122464	183951	39872	42539	90210	47643	143476	153359
155	Win024_C06	1620.74	-99	53428	147270	91986	119395	88071	44222	79696	109424	87623	102501	68070	127191	111256	65093	86536	81328	60321	48119	82432	61146	64318	63029	88176	84474	58498	74680	60524	46085	94144	76287	75037	53852	142143	47996	55617	65660	32301	72772	52998	71250	54867	63926	70999	62382	76404	72757	76822	54537	49750	63030	84927	53336	88263	71263	80786	31486	36765	33262	54104	62163	74025	45100	65694	60076	47213	59553	54227	58537	83903	66795	47399	27987	58261	45846	41969	37486	43588	46145	38795	81315	37235
156	Win024_C07	1626.84	-99	187516	86721	100335	106632	49197	117727	118338	135789	125840	121162	66857	117135	134518	60628	111683	68701	49440	30960	44252	87662	59773	148875	123438	133441	78172	69034	46356	34082	58857	33355	74262	43728	33288	24729	24545	36448	63100	95523	29685	57056	34699	45768	25301	66623	92338	52812	94527	31340	73101	100512	51808	95257	45457	129884	34860	16244	28598	38331	74849	50273	62207	46396	65902	58112	64799	94499	18707	46548	57107	55898	42343	30668	35267	40976	45967	11116	6949	21170	12470	58042	28050
157	Win024_C08	1629.08	-99	169346	348552	171715	339677	201654	102899	198074	263786	204811	221150	153886	204055	253626	100995	174708	188071	150555	74612	127311	116824	121471	143800	193016	222091	80478	184940	147338	105098	244392	192022	148950	84921	136610	151385	103810	111518	60797	172992	118655	139890	110997	126214	113614	92918	163263	170364	119446	153849	115636	122371	148725	148733	128638	138978	109892	82321	83105	62203	135016	129906	119892	84581	139822	104612	101654	127671	56076	93469	138225	106296	132390	79026	122751	118528	80492	59696	73414	90486	55415	113772	72767
158	Win024_C09	1636.79	-99	476	502194	723103	603298	601988	372987	246283	442705	1146211	454781	462678	467098	562738	674314	261102	516500	414689	288859	106416	403937	125739	296718	829328	553283	813406	444598	206547	574973	101815	65504	24818	133547	40495	26825	151335	24344	53359	4711	258569	228889	160076	148253	30673	17218	479169	409951	3499	56190	100018	300444	236433	157346	224250	254097	220758	504	138421	128510	130884	116513	131268	109614	43133	230892	217128	170340	366877	120134	165648	271294	96723	108736	108567	209959	7115	8165	4650	6182	7792	22333	9932
159	Win024_C10	1639.36	-99	84945	256069	66693	201966	41592	56667	112536	170682	75791	212117	46965	113711	101723	21639	85329	51167	38260	30783	73229	118046	27647	73144	60048	144327	27365	103902	60984	99186	25106	51802	112483	60164	88836	63334	24344	57398	24095	76959	61052	46708	34656	27663	65831	69174	72414	104152	89913	59814	72202	65779	81335	129153	73523	130289	103727	64678	32786	57300	63412	161167	82047	52004	130210	53198	59096	37953	41365	59092	132258	74251	19518	25010	86686	33472	56339	18137	60122	28459	23048	29565	48103
160	Win025_C01	1643.21	-99	174206	133891	253235	92187	191340	113296	312158	157014	87400	153220	116677	128421	92192	107299	153848	103480	51440	59867	78742	200061	118757	320776	118890	78463	164756	137532	47470	89044	234885	86031	166812	110717	56970	53296	41190	76507	96062	247004	76185	115173	117305	58560	80485	91532	16373	32225	151277	80949	76325	87920	124749	89194	78528	386503	75244	40934	52055	174411	106277	104463	53365	25324	139743	98758	88357	99493	33916	85005	37974	98616	42979	25667	40872	45958	4745	21017	22543	14528	20430	53710	31925
161	Win025_C02	1644.49	-99	312340	256643	246893	249495	367861	221667	286421	373635	512682	201391	300923	184316	330198	191160	213615	234811	269993	310269	236452	398554	148203	216867	141977	326995	114568	583938	824788	288197	313212	788475	389089	771263	755607	456343	537623	337527	127565	147659	414994	503730	548219	739954	268698	411804	269634	205384	142505	473147	554099	383128	145823	285281	249922	214967	218163	112449	102309	132879	258253	251602	147239	184099	175510	173395	154819	260380	89390	154760	187902	149707	218246	91472	189145	84430	194121	281818	151712	362493	237831	459337	250754
162	Win025_C03	1648.66	-99	908002	1044193	845379	908125	1250788	674816	1059880	1077821	1024096	1074462	851763	928944	1452499	629593	1052055	1022826	743653	407607	695940	683441	907616	1081828	947377	921822	716183	1026488	888937	205332	345151	482496	176727	134341	349210	445506	185633	292283	250569	523092	257980	298854	225254	193535	311157	553137	752957	540974	393942	424282	709834	642842	794155	776243	925445	939071	829781	480106	529293	320784	630392	843584	728273	624348	959616	497723	519492	608311	564758	604965	843150	581304	654233	341815	821095	140550	117069	232034	196444	177999	230612	228618	163981
163	Win025_C04	1653.47	-99	514763	560759	524597	378323	508463	353879	434081	383500	385259	383013	353318	442424	658045	273724	454600	373449	261755	227240	304450	284618	468423	481638	462077	372590	346944	228173	355405	121986	139090	187042	155143	125355	179020	232231	69026	142477	31851	259543	113099	47127	69796	83547	83121	206750	329457	209352	276323	179182	330213	261927	347534	375998	398331	368976	295786	171274	241938	113270	246788	349932	303129	241152	340667	221862	238264	249636	183790	256896	361900	308692	293985	139264	279585	62624	104371	97686	122872	100148	81434	69923	53093
164	Win025_C05	1654.76	-99	2177495	2818042	2418283	1874380	2782014	1544587	2311581	2070964	1767630	2203284	1891232	2243065	3186735	1715838	2194519	2173454	1281956	1028870	1571327	1564971	1979909	2413875	1918380	1815493	1855227	1926232	1830118	527945	533981	721631	420181	311132	643249	729438	322411	442686	329245	927226	438665	522982	427149	471172	393528	1475966	1719363	1230743	786604	752027	1765130	1352646	1711687	2130565	2242370	2056031	1526721	1244949	1022992	651578	1521164	1918961	1752852	1255969	2124083	896382	1331953	1893412	1243442	1391463	2113749	1688113	1230424	573559	1769094	174312	222848	425147	352798	301843	398234	360933	174736
165	Win025_C06	1655.72	-99	735261	326682	471744	549615	313267	352595	590048	545351	713958	806764	588831	650403	675147	462193	892068	407877	336807	135098	268084	281149	375887	497438	523436	878628	409680	303683	325458	540310	353028	450547	1173661	484201	430410	269822	190329	383198	342778	831044	248162	400354	377738	135308	274228	356286	491959	418725	1128345	724726	501506	417763	226907	681743	501731	643070	188008	173605	174564	183443	269620	380233	270422	374217	302748	332069	377396	354643	158717	234700	255255	206203	461600	264063	372742	311818	647001	145977	135771	296660	164075	409082	494637
166	Win025_C07	1661.82	-99	1533407	1286655	1108575	1074863	1235256	806695	941375	981230	1184305	1486587	1249868	1193890	1780955	892231	1216811	1271528	484496	398919	613016	597481	1221327	1478689	1655693	899507	958143	495526	972490	429876	480938	587532	856618	504164	386288	1133933	307404	444483	207720	516397	265056	351511	382027	345458	664102	711923	559602	909470	807826	425520	553227	510342	526626	685779	348255	481898	466684	443215	366065	258798	401871	762979	532988	366644	656772	330974	494030	361956	359854	344358	660381	395844	475574	200034	472918	258943	1038950	445182	606178	734520	335738	356054	656534
167	Win025_C08	1663.1	-99	3318295	4115239	3297609	3524121	4626394	2455878	3940548	4225862	3097513	3137321	3203696	3244983	5352214	2440188	3519400	3621363	2346501	1763520	2162481	2316333	3122301	3563928	3017491	2935889	2318905	3563058	3506200	911671	1290906	1947161	1013238	684735	719609	1534632	595030	766233	645664	2091564	1075503	1046902	942184	788509	692341	2307753	2614586	2116850	1410965	1672220	2505394	2346454	2717545	3631835	3268562	3300603	2523061	1905051	1644651	1460587	2652312	3050194	2796229	1972799	3059213	2192598	2032726	2227948	1699087	2225084	3162941	2274594	2226652	1421551	2955049	547521	453762	863133	660392	574529	723954	702612	476536
168	Win025_C09	1665.35	-99	1782863	396991	720455	1028084	283494	856421	811013	1022741	1146723	685836	497725	931046	624524	457917	1075084	551496	377127	303222	303084	439142	272431	625018	807381	1031733	410699	693037	264608	333213	475385	209059	498474	443974	200045	114763	125483	176793	348596	495670	201607	334049	224065	156220	149474	295967	969158	641163	549273	259850	545877	889238	315342	669248	222501	753739	160379	125622	175172	167164	497419	537762	252288	323124	302532	327066	379866	915752	102733	193976	210331	169779	344099	182168	278499	183788	316822	95193	61075	122066	89524	287853	210732
169	Win025_C10	1671.13	-99	6529	465	5922	5146	13781	8092	23035	11143	13161	8801	388	17492	11178	1519	1926	7712	5111	1099	235	13143	7036	6182	7276	5610	6383	33629	12339	641550	121300	41033	8188	355095	169216	8645	360015	2170	237506	6798	192599	678712	771276	333701	10485	2722	3246	11312	8008	13786	3667	15283	5323	12132	6158	5215	4005	620	3664	13982	6782	9353	14156	9524	55693	1908	6029	1561	822	296	681	13801	2515	3480	13668	16926	11431	10571	17056	3485	15297	9062	35794
170	Win025_C11	1672.73	-99	659457	748017	847860	485412	727510	489178	686026	540933	497662	848844	508938	794993	625155	310395	649456	369332	286293	147402	333173	751691	455751	935395	577499	517472	751830	358714	306808	269615	427640	326474	423757	331806	132958	204746	88527	231105	178206	869244	212177	246620	255744	171139	262819	486702	434146	379516	563226	369353	432027	389472	333553	598543	248088	838669	357555	326794	182524	454201	338875	483839	389605	223265	626218	253254	372419	369588	201672	349239	439991	308616	273383	95900	288806	170517	187596	150293	145382	155170	142566	145358	122722
171	Win026_C01	1684.92	-99	69634	95158	76006	77633	80114	57327	61168	55292	67071	60582	40843	36712	72318	52635	56153	65379	42148	34760	34155	42579	33375	83202	72989	59387	52088	49545	61474	22838	19487	19998	21225	16307	21804	20883	11506	12699	19661	32515	30527	26073	20344	35953	17322	45550	53502	24028	27915	17262	60898	29157	46846	62915	61836	48620	38060	32545	34618	10760	40470	50965	43641	44977	73869	18142	31861	47080	28430	50753	58022	43949	41297	16808	56143	8112	13513	14435	10578	17546	8631	24270	4873
172	Win026_C02	1687.17	-99	29382	42628	53570	31021	46094	22947	28542	35792	19494	37397	31632	28933	49391	28436	49444	41601	13071	25506	15881	16096	33778	43966	25216	32143	39505	32774	10985	6015	6806	14422	11406	6992	9445	11076	5765	7587	4265	21084	11476	7983	2770	1616	5883	25186	23745	16956	24485	10162	18600	29616	22289	26752	29503	28874	8793	12224	11378	4908	13261	16028	24503	14540	18867	5687	16355	37336	13147	16010	23309	19522	19552	6157	24848	3700	2402	5445	3061	1660	2795	1751	3881
173	Win026_C03	1693.27	-99	175860	87949	75071	115943	76324	92668	85409	95402	95562	96863	79732	295858	148170	81422	111209	63853	73372	22942	22375	33431	73737	80143	123452	136821	62825	55960	70128	33969	15602	16932	58362	41100	16945	14521	7107	29288	10725	69675	13890	36612	20321	6210	16506	73236	104913	71613	121877	41893	140106	79736	76169	167498	68055	111141	80328	57264	57490	246223	65962	91245	67815	58628	63732	59972	94338	55157	30277	88245	103957	62170	75519	69093	92936	27690	60848	17954	14559	24662	11271	28065	59346
174	Win026_C04	1696.16	-99	11526	14297	13114	4353	20133	9351	9375	11332	5722	11297	4275	7703	10395	5691	5234	8433	2933	913	7186	22797	5535	17854	10675	9560	21611	15365	8651	136158	39951	9333	12023	75684	53929	3991	108618	8700	158133	16362	93403	253416	150131	194440	6065	6512	3885	13186	7646	8835	5050	20895	5075	5767	4576	24231	7072	839	3726	4980	10619	13781	17987	7068	2706	6319	5779	3336	1283	5770	1991	14047	1409	744	1772	6132	7708	8368	6292	1671	2366	5397	9930
175	Win026_C05	1707.39	-99	110827	64632	141125	96220	52351	72616	114070	93006	111361	96045	44136	121932	72718	27464	79718	48853	31545	27747	25402	86575	30949	145806	98374	109904	84706	73943	42062	33297	187296	64808	75732	75455	29566	14709	21857	38994	27921	274988	31024	79421	57915	26824	28264	60382	86295	62516	94553	30397	43301	100490	24919	102581	21798	129754	24630	12072	9624	15421	60262	61101	46157	23064	67487	56631	51418	77440	10877	36138	31634	20249	24180	17560	33702	61971	18046	5736	1041	13128	6813	45352	14535
